param: A: K:=
ATM2	DATE6	     2644.       -6.        6.       51.     2128.      477.
ATM2	DATE7	     4674.     1723.    -1723.     3268.    -1065.     1189.
ATM2	DATE8	     3416.     -217.      217.      100.     -444.     1705.
ATM2	DATE9	     2011.     1292.    -1292.      324.     1239.       57.
ATM2	DATE10	     1669.     -498.      498.      609.     1824.     1032.
ATM2	DATE11	      537.       35.      -35.       83.    -1480.     2970.
ATM2	DATE12	    -2215.    -1132.     1132.      312.      761.     1602.
ATM2	DATE13	    -1204.    -1633.     1633.     1058.      292.     2043.
ATM2	DATE14	     1157.     -991.      991.       99.      913.      622.
ATM2	DATE15	     7265.     2185.    -2185.      657.    -4555.     4682.
ATM2	DATE16	     -499.      -72.       72.      284.    -2889.     4951.
ATM2	DATE17	     3693.     1761.    -1761.     1532.    -1946.     2077.
ATM2	DATE18	      836.      186.     -186.     1044.    -1149.     2982.
ATM2	DATE19	     2004.      332.     -332.     1693.     -712.     1501.
ATM2	DATE20	     1653.      665.     -665.      653.    -1464.     3290.
ATM2	DATE21	     1216.     1177.    -1177.     1995.    -2110.     2131.
ATM2	DATE22	     5923.     3252.    -3252.     2717.    -1860.     2471.
ATM2	DATE23	    -1674.    -2424.     2424.      798.     2834.      780.
ATM2	DATE24	    -1837.    -1455.     1455.      446.     2293.      971.
ATM2	DATE25	     3518.      164.     -164.      276.     -620.     1580.
ATM2	DATE26	     -505.      546.     -546.      629.     -653.     1319.
ATM2	DATE27	       31.     -924.      924.     2623.       60.     2191.
ATM2	DATE28	     2241.     -456.      456.     3029.      360.      624.
ATM2	DATE29	     2296.      -23.       23.     2449.      210.     1640.
ATM2	DATE30	     -544.     -532.      532.     2048.     -599.     2251.
ATM2	DATE31	      343.    -1158.     1158.     1068.    -1881.     3639.
ATM2	DATE32	     2664.      974.     -974.      201.    -2097.     2636.
ATM2	DATE33	     2936.    -1050.     1050.       41.      504.      790.
ATM2	DATE34	     3313.     1048.    -1048.      150.    -3430.     3550.
ATM2	DATE35	    -1296.    -1172.     1172.     1864.      382.     2003.
ATM2	DATE36	      277.       68.      -68.       74.     2039.      410.
ATM2	DATE37	     1355.     2740.    -2740.     1958.      337.       54.
ATM2	DATE38	     1860.      549.     -549.      846.      424.     1036.
ATM2	DATE39	      951.     2020.    -2020.      497.    -2126.     2644.
ATM2	DATE40	      187.     -313.      313.     2274.     1411.      812.
ATM2	DATE41	    -2104.    -3159.     3159.       98.     2704.      978.
ATM2	DATE42	     -257.        0.       -0.      575.    -1757.     2702.
ATM2	DATE43	     1452.     1315.    -1315.      262.    -3103.     4321.
ATM2	DATE44	      152.     1795.    -1795.     1810.      201.      695.
ATM2	DATE45	     3102.    -1284.     1284.      118.     -957.     3423.
ATM2	DATE46	     -850.      158.     -158.     2279.      378.     2190.
ATM2	DATE47	     -550.      362.     -362.     1730.     2234.      204.
ATM2	DATE48	     3470.      513.     -513.      517.    -2038.     2577.
ATM2	DATE49	    -1272.    -1007.     1007.      773.     2242.        9.
ATM2	DATE50	     1602.     -173.      173.      730.    -2903.     3213.
ATM2	DATE51	    -1009.     -512.      512.      115.      611.      460.
ATM2	DATE52	     4531.     -321.      321.      709.     2002.      407.
ATM2	DATE53	     -227.    -1340.     1340.     1678.     -603.     2175.
ATM2	DATE54	      435.    -3546.     3546.      169.     3061.      577.
ATM2	DATE55	    -1086.      943.     -943.     1725.    -3380.     4819.
ATM2	DATE56	     -968.     -853.      853.     2395.    -1555.     2553.
ATM2	DATE57	     -173.     1994.    -1994.     1459.    -3831.     4585.
ATM2	DATE58	     -254.     1159.    -1159.      226.     -656.     2143.
ATM2	DATE59	      881.      409.     -409.      242.     -220.      328.
ATM2	DATE60	     1166.      828.     -828.       35.      457.     1017.
ATM2	DATE61	     4898.      252.     -252.      347.     -245.     1097.
ATM2	DATE62	    -1292.     -482.      482.     2266.     -185.     1498.
ATM2	DATE63	     5400.       23.      -23.      231.    -4210.     6001.
ATM2	DATE64	     -608.    -1376.     1376.     2050.    -1205.     3021.
ATM2	DATE65	     4421.    -1755.     1755.       12.     2380.     1170.
ATM2	DATE66	     1209.     1903.    -1903.     2245.     -221.      943.
ATM2	DATE67	    -1059.    -1654.     1654.     1030.     1214.     1256.
ATM2	DATE68	     -314.      389.     -389.       49.    -2232.     3021.
ATM2	DATE69	     -199.      654.     -654.     2321.      417.      228.
ATM2	DATE70	    -1074.      640.     -640.       19.     -788.     1929.
ATM2	DATE71	     2996.     -891.      891.      385.     1651.      749.
ATM2	DATE72	     2406.     1564.    -1564.       38.     1164.      196.
ATM2	DATE73	    -2397.      547.     -547.      727.     -709.     3253.
ATM2	DATE74	     -610.      623.     -623.      626.    -1035.     2166.
ATM2	DATE75	      880.     1779.    -1779.     1443.      260.      205.
ATM2	DATE76	     4818.      300.     -300.     4229.      -78.     1066.
ATM2	DATE77	     -954.     3490.    -3490.     2151.    -1061.     2583.
ATM2	DATE78	     -147.     1063.    -1063.      469.    -1577.     3124.
ATM2	DATE79	     6014.     2218.    -2218.     3914.    -1151.     1892.
ATM2	DATE80	     1558.      563.     -563.      564.    -1706.     2203.
ATM2	DATE81	    -1147.    -1641.     1641.      116.     -824.     2602.
ATM2	DATE82	     1556.      887.     -887.      982.     -608.     1734.
ATM2	DATE83	    -2575.       85.      -85.      535.      526.     2195.
ATM2	DATE84	    -2588.    -1237.     1237.     1467.     -559.     3286.
ATM2	DATE85	     1674.     1089.    -1089.      560.     -148.     1460.
ATM2	DATE86	     -992.      819.     -819.     2755.     -705.     2079.
ATM2	DATE87	     6137.    -1034.     1034.     2065.    -1786.     2859.
ATM2	DATE88	     1312.      -18.       18.      531.        4.     1021.
ATM2	DATE89	    -2544.    -1796.     1796.     2443.      852.     1810.
ATM2	DATE90	     2601.     2455.    -2455.     1313.      910.      881.
ATM2	DATE91	     1253.      279.     -279.      319.     1705.       34.
ATM2	DATE92	     2328.      701.     -701.      186.     -765.     1410.
ATM2	DATE93	     1770.     2060.    -2060.     2302.    -1429.     2625.
ATM2	DATE94	     2842.     1190.    -1190.      362.    -1668.     2212.
ATM2	DATE95	      715.     1203.    -1203.      547.    -2271.     3249.
ATM2	DATE96	     -780.      672.     -672.     1347.      366.     1139.
ATM2	DATE97	     -966.     1854.    -1854.     1120.     -407.     1960.
ATM2	DATE98	     1580.     2080.    -2080.      445.      -45.     1192.
ATM2	DATE99	     1527.       90.      -90.      352.     -185.     1887.
ATM3	DATE0	    -1716.     -793.      793.      365.     -193.     3496.
ATM3	DATE1	     4034.     -246.      246.     1124.    -1990.     2781.
ATM3	DATE2	    -2332.     -760.      760.      647.    -1047.     3523.
ATM3	DATE3	    -3332.    -1524.     1524.     1027.      529.     3028.
ATM3	DATE4	     2163.     -819.      819.       63.      407.     1948.
ATM3	DATE5	     6038.    -1735.     1735.       96.    -1976.     4340.
ATM3	DATE6	    -1240.     1185.    -1185.      143.      -68.     2650.
ATM3	DATE7	     4431.     1192.    -1192.      449.     -630.     1164.
ATM3	DATE8	    10378.     3670.    -3670.      382.    -6051.     6484.
ATM3	DATE9	     3490.      105.     -105.      261.    -3873.     4845.
ATM3	DATE10	     1306.    -1616.     1616.      630.     1493.     1213.
ATM3	DATE11	     1154.     -396.      396.      885.    -2569.     3104.
ATM3	DATE12	     -511.      707.     -707.      166.     1712.     1402.
ATM3	DATE13	    -2340.    -2119.     2119.      842.     2351.      219.
ATM3	DATE14	     1504.      530.     -530.      127.    -3608.     4150.
ATM3	DATE15	      904.     -282.      282.      811.    -1848.     3341.
ATM3	DATE16	      178.    -1624.     1624.     1126.     3154.      480.
ATM3	DATE17	    -2644.    -1411.     1411.      388.     2441.      554.
ATM3	DATE18	    -1005.     -978.      978.     1481.      -84.     1752.
ATM3	DATE19	      498.     1684.    -1684.      622.    -1622.     1682.
ATM3	DATE20	     5193.     1456.    -1456.       26.      987.      294.
ATM3	DATE21	     1741.     1696.    -1696.      976.       90.      552.
ATM3	DATE22	     4523.     1606.    -1606.      281.    -1905.     2514.
ATM3	DATE23	      172.    -1543.     1543.     1938.    -1826.     3981.
ATM3	DATE24	     1165.     1251.    -1251.      178.    -1513.     1549.
ATM3	DATE25	     1056.    -2133.     2133.     2786.      769.     2893.
ATM3	DATE26	     8534.      364.     -364.      955.      170.     1556.
ATM3	DATE27	     2811.      685.     -685.      488.      214.     1856.
ATM3	DATE28	     -182.      -43.       43.      688.     1208.      757.
ATM3	DATE29	     -752.     -194.      194.      579.    -1063.     2557.
ATM3	DATE30	     1346.        0.       -0.      368.    -1293.     1639.
ATM3	DATE31	     6326.     2403.    -2403.      740.      433.      300.
ATM3	DATE32	     1130.       78.      -78.       41.     -923.     2093.
ATM3	DATE33	       34.     -101.      101.     1788.    -2269.     2915.
ATM3	DATE34	     3720.    -1237.     1237.     1661.     -805.     3985.
ATM3	DATE35	     -924.     -580.      580.     1213.     -298.     2147.
ATM3	DATE36	     6691.     -708.      708.       36.     -877.     2822.
ATM3	DATE37	    -1539.     -339.      339.      832.     1185.     1433.
ATM3	DATE38	     4885.     -588.      588.      974.    -4311.     4956.
ATM3	DATE39	      216.      866.     -866.        3.    -3680.     4485.
ATM3	DATE40	    -1318.       77.      -77.     1882.     1777.     1270.
ATM3	DATE41	     1677.    -1327.     1327.      165.      373.     1101.
ATM3	DATE42	    -3016.    -2107.     2107.       46.     1630.     1664.
ATM3	DATE43	     4183.      830.     -830.      353.     -562.     3090.
ATM3	DATE44	     -326.     1119.    -1119.       93.      277.     1037.
ATM3	DATE45	      299.     2928.    -2928.      489.    -1348.     2566.
ATM3	DATE46	      194.     -125.      125.      738.     -618.     1218.
ATM3	DATE47	      471.    -1218.     1218.     2028.      323.     2018.
ATM3	DATE48	      165.    -2275.     2275.     3301.     1966.     1626.
ATM3	DATE49	    -1497.    -2233.     2233.      596.    -3051.     5798.
ATM3	DATE50	     5082.     1477.    -1477.      487.    -2540.     3138.
ATM3	DATE51	    -2979.    -1742.     1742.     1069.     1665.     1371.
ATM3	DATE52	     1118.     1428.    -1428.     2494.    -1549.     2103.
ATM3	DATE53	      199.     -786.      786.      162.     2282.      485.
ATM3	DATE54	     -897.     1989.    -1989.     1167.    -3512.     4570.
ATM3	DATE55	     1982.      366.     -366.       24.    -2987.     3083.
ATM3	DATE56	     4695.     -433.      433.     2924.      -76.      598.
ATM3	DATE57	      640.     1683.    -1683.      413.     -456.     2956.
ATM3	DATE58	      957.     2888.    -2888.      402.    -1038.     2198.
ATM3	DATE59	     2000.     2150.    -2150.      735.     -134.      281.
ATM3	DATE60	     1173.       84.      -84.      906.      689.     1727.
ATM3	DATE61	      442.     -489.      489.     2709.    -3268.     4539.
ATM3	DATE62	    -1946.    -1596.     1596.      165.     -664.     2660.
ATM3	DATE63	     -437.      209.     -209.     1842.     -686.     1793.
ATM3	DATE64	     3105.     -413.      413.     1004.      127.      681.
ATM3	DATE65	     1332.      461.     -461.      443.    -1508.     1979.
ATM3	DATE66	    -1202.     2320.    -2320.        8.     -774.     2715.
ATM3	DATE67	    -1521.    -2215.     2215.      215.     1929.     1229.
ATM3	DATE68	     5751.     -653.      653.      548.      -49.      902.
ATM3	DATE69	      678.      851.     -851.     3999.     -406.      609.
ATM3	DATE70	     -394.     2232.    -2232.      531.      -96.      812.
ATM3	DATE71	     -981.     1231.    -1231.      662.     -349.     2915.
ATM3	DATE72	    -1083.     -752.      752.     1369.      519.     1561.
ATM3	DATE73	      822.     -256.      256.      728.     2299.       50.
ATM3	DATE74	     -633.     -749.      749.     1229.    -3974.     5440.
ATM3	DATE75	     1529.     1307.    -1307.     2325.     -691.     2875.
