ATM0	DATE22	     -185.     2626.    -2626.      454.      771.       23.
ATM0	DATE23	      413.     3649.    -3649.       26.      480.      376.
ATM0	DATE24	     1174.     -951.      951.      958.     1669.      541.
ATM1	DATE0	     1564.    -1376.     1376.      443.       29.     2195.
ATM1	DATE1	      225.     2067.    -2067.      800.    -2933.     3676.
ATM1	DATE2	    -1340.     1046.    -1046.      123.     -627.     2475.
ATM1	DATE3	     2097.     -574.      574.      396.     1009.     1232.
ATM1	DATE4	      996.    -1377.     1377.       82.     2157.      352.
ATM1	DATE5	     -482.     2943.    -2943.     1593.     -178.      853.
ATM1	DATE6	     4036.       93.      -93.     1387.      286.     2310.
ATM1	DATE7	    -1168.     -451.      451.     1785.    -2323.     3542.
ATM1	DATE8	     -955.    -1282.     1282.     3317.      940.      739.
ATM1	DATE9	    -1123.     1251.    -1251.       80.     -130.     1315.
ATM1	DATE10	      621.    -1141.     1141.     1642.    -1206.     2929.
ATM1	DATE11	     -959.    -3214.     3214.      815.      469.     2928.
ATM1	DATE12	     5032.     -976.      976.       99.     -969.     2101.
ATM1	DATE13	     -350.     -480.      480.      242.    -2804.     3522.
ATM1	DATE14	    -3579.    -2369.     2369.     1546.     3330.      319.
ATM1	DATE15	     2334.      151.     -151.       92.     -144.     1184.
ATM1	DATE16	     1492.      811.     -811.     2282.      359.      181.
ATM1	DATE17	    -3352.    -3310.     3310.      404.     2349.     1096.
ATM1	DATE18	      942.    -1043.     1043.      504.     -184.     1568.
ATM1	DATE19	    -1353.    -1789.     1789.      549.      -55.     2710.
ATM1	DATE20	     -167.     -346.      346.      185.     -698.     1096.
ATM1	DATE21	      900.     -136.      136.      624.    -3187.     3834.
ATM1	DATE22	     2378.    -1849.     1849.     2004.    -1890.     4214.
ATM1	DATE23	     3167.     -443.      443.     1659.     1647.     1902.
ATM1	DATE24	    -2324.     -951.      951.     1204.      233.     3280.
ATM2	DATE0	    -1606.      732.     -732.      878.    -1108.     2989.
ATM2	DATE1	     1485.     -871.      871.     1445.     1810.      163.
ATM2	DATE2	     -844.       86.      -86.     1626.    -1794.     3023.
ATM2	DATE3	     1509.       23.      -23.      650.       21.      795.
ATM2	DATE4	     -200.     2147.    -2147.     2133.     -977.     1374.
ATM2	DATE5	     2227.     2289.    -2289.      862.      143.      326.
ATM2	DATE6	     -246.     1610.    -1610.      458.      337.     2174.
ATM2	DATE7	      472.     -595.      595.      565.    -1217.     2208.
ATM2	DATE8	     1179.     -246.      246.     4285.     1176.      433.
ATM2	DATE9	     1151.     1164.    -1164.      743.    -1803.     2521.
ATM2	DATE10	      579.      408.     -408.     2462.    -1447.     2814.
ATM2	DATE11	     -581.     2116.    -2116.     2790.       74.      788.
ATM2	DATE12	      175.     1304.    -1304.       44.      763.      296.
ATM2	DATE13	     6345.     1873.    -1873.      303.    -3252.     3262.
ATM2	DATE14	     -763.      297.     -297.      289.       21.      874.
ATM2	DATE15	    -2264.     -313.      313.      406.      929.     1393.
ATM2	DATE16	    -2444.    -2157.     2157.      760.     -523.     3200.
ATM2	DATE17	     1591.       53.      -53.     1566.     -371.     2057.
ATM2	DATE18	      621.    -1713.     1713.      576.     -144.     1964.
ATM2	DATE19	     -808.      189.     -189.      456.     1657.      826.
ATM2	DATE20	      764.      -74.       74.     1077.     1691.     1122.
ATM2	DATE21	     2978.    -1938.     1938.     1081.     1737.      889.
ATM2	DATE22	      -59.     -362.      362.      270.    -4380.     5055.
ATM2	DATE23	     1901.     -589.      589.      127.     -342.     1115.
ATM2	DATE24	      513.     1664.    -1664.     1269.     -326.     1039.
ATM3	DATE0	     1464.     -336.      336.      357.     1086.      509.
ATM3	DATE1	     -182.     1709.    -1709.     1849.    -1170.     1804.
ATM3	DATE2	     1730.      529.     -529.      766.    -1217.     1688.
ATM3	DATE3	     -565.    -1545.     1545.     3402.     -583.     3132.
ATM3	DATE4	     4203.     1538.    -1538.     2124.      614.      484.
ATM3	DATE5	     -368.     -827.      827.      193.     1710.      327.
ATM3	DATE6	     7078.     1279.    -1279.      114.     1236.      587.
ATM3	DATE7	     5426.      759.     -759.      917.    -2636.     4191.
ATM3	DATE8	    -2429.     -770.      770.      135.     2134.      324.
ATM3	DATE9	      156.     -234.      234.      901.    -1112.     2044.
ATM3	DATE10	     2537.      974.     -974.      479.     -859.     2681.
ATM3	DATE11	    -2043.    -1983.     1983.      400.     2301.     1786.
ATM3	DATE12	    -2025.     -633.      633.      422.      721.     1430.
ATM3	DATE13	     -433.     -141.      141.     3393.     -986.     2565.
ATM3	DATE14	     4696.     -225.      225.      595.    -1090.     1414.
ATM3	DATE15	     -194.      466.     -466.      204.    -2242.     4911.
ATM3	DATE16	    -1985.     -631.      631.      358.      628.     2231.
ATM3	DATE17	     -134.    -1148.     1148.      213.     2279.      264.
ATM3	DATE18	     -499.     -360.      360.      147.     1034.     1470.
ATM3	DATE19	     1618.      106.     -106.     2179.      223.      305.
ATM3	DATE20	      809.      520.     -520.     2773.     -167.     1788.
ATM3	DATE21	     2038.     -425.      425.     1545.     1162.      251.
ATM3	DATE22	      137.     1269.    -1269.      398.      544.      150.
ATM3	DATE23	     -409.      591.     -591.      771.     -838.     1695.
ATM3	DATE24	     5346.     2120.    -2120.     1585.     -396.     2867.
ATM4	DATE0	     7940.     -934.      934.     1789.    -1290.     2862.
ATM4	DATE1	     2328.      604.     -604.      348.     1164.     1234.
ATM4	DATE2	     4366.      447.     -447.     2934.     -471.     1193.
ATM4	DATE3	      620.       -6.        6.      803.     -915.     2196.
ATM4	DATE4	     1606.    -1091.     1091.      845.    -1315.     4042.
ATM4	DATE5	     5576.    -1289.     1289.      270.     -452.     2273.
ATM4	DATE6	     3455.      530.     -530.      739.    -2254.     3380.
ATM4	DATE7	    -1318.    -1756.     1756.       81.     1326.     1669.
ATM4	DATE8	     1319.     1945.    -1945.     1609.    -1426.     2427.
ATM4	DATE9	     2954.     -562.      562.      234.      781.      216.
ATM4	DATE10	     3735.     2708.    -2708.     1875.     -209.      686.
ATM4	DATE11	    -1201.    -1362.     1362.      116.    -2734.     4318.
ATM4	DATE12	     2635.      323.     -323.      628.       98.      448.
ATM4	DATE13	     3878.    -1099.     1099.     4524.      -16.     3480.
ATM4	DATE14	     1384.     3232.    -3232.     4214.    -2423.     3273.
ATM4	DATE15	    -1991.     1658.    -1658.     1278.      617.     1436.
ATM4	DATE16	     -296.     -642.      642.      354.      395.     1686.
ATM4	DATE17	     2142.    -1818.     1818.      871.    -2001.     3918.
ATM4	DATE18	     7016.     -661.      661.      240.     -501.     1363.
ATM4	DATE19	     1297.     2300.    -2300.      560.      678.      387.
ATM4	DATE20	     2842.      520.     -520.      347.    -1404.     2246.
ATM4	DATE21	     1159.     1830.    -1830.      498.    -1484.     2806.
ATM4	DATE22	      982.     -578.      578.     1055.     -839.     2297.
ATM4	DATE23	     2339.     -179.      179.      617.     -190.      732.
ATM4	DATE24	     -971.    -1053.     1053.     1098.       81.     1687.
;
